gene_name,start,end,seqname,region
LRRC23,6873569,6914241,chr12,chr_12_loc_6750000
ENO2,6913745,6923698,chr12,chr_12_loc_6750000
ATN1,6924463,6942321,chr12,chr_12_loc_6750000
C12orf57,6942978,6946003,chr12,chr_12_loc_6750000
PTPN6,6946468,6961316,chr12,chr_12_loc_6750000
PHB2,6965327,6970780,chr12,chr_12_loc_6750000
EMG1,6970913,6979936,chr12,chr_12_loc_6750000
ENSG00000290146,6970921,6997428,chr12,chr_12_loc_6750000
C1R,7080214,7092540,chr12,chr_12_loc_7000000
C1RL,7089587,7109238,chr12,chr_12_loc_7000000
RBP5,7115736,7128889,chr12,chr_12_loc_7000000
CLSTN3,7129698,7158945,chr12,chr_12_loc_7000000
PEX5,7188685,7218574,chr12,chr_12_loc_7000000
ACSM4,7304072,7328719,chr12,chr_12_loc_7250000
CD163L1,7346685,7479897,chr12,chr_12_loc_7250000
APOBEC1,7649400,7665908,chr12,chr_12_loc_7500000
GDF3,7689784,7695775,chr12,chr_12_loc_7500000
DPPA3,7711433,7717559,chr12,chr_12_loc_7500000
NANOGNB,7765216,7774121,chr12,chr_12_loc_7750000
NANOG,7787794,7799146,chr12,chr_12_loc_7750000
SLC2A14,7812512,7891148,chr12,chr_12_loc_7750000
FOXJ2,8032716,8055517,chr12,chr_12_loc_8000000
C3AR1,8056844,8066359,chr12,chr_12_loc_8000000
NECAP1,8076939,8097881,chr12,chr_12_loc_8000000
CLEC4A,8123617,8138607,chr12,chr_12_loc_8000000
ENSG00000284393,8138140,8175320,chr12,chr_12_loc_8000000
ZNF705A,8157015,8188537,chr12,chr_12_loc_8000000
FAM90A1,8221260,8227618,chr12,chr_12_loc_8000000
CLEC6A,8455962,8478330,chr12,chr_12_loc_8250000
CLEC4D,8509475,8522366,chr12,chr_12_loc_8500000
CLEC4E,8533305,8540905,chr12,chr_12_loc_8500000
AICDA,8602155,8613242,chr12,chr_12_loc_8500000
MFAP5,8637346,8662888,chr12,chr_12_loc_8500000
A2ML1,8822621,8887001,chr12,chr_12_loc_8750000
PHC1,8913896,8941467,chr12,chr_12_loc_8750000
M6PR,8940361,8949761,chr12,chr_12_loc_8750000
A2M,9067664,9116229,chr12,chr_12_loc_9000000
PZP,9148840,9208395,chr12,chr_12_loc_9000000
KLRB1,9594551,9607916,chr12,chr_12_loc_9500000
CLEC2D,9664969,9699553,chr12,chr_12_loc_9500000
CD69,9752486,9760901,chr12,chr_12_loc_9750000
KLRF1,9827481,9845007,chr12,chr_12_loc_9750000
CLEC2B,9852369,9869386,chr12,chr_12_loc_9750000
KLRF2,9881489,9895833,chr12,chr_12_loc_9750000
CLEC2A,9898673,9932370,chr12,chr_12_loc_9750000
CLEC12A,9951316,9995694,chr12,chr_12_loc_9750000
CLEC12B,10010627,10018796,chr12,chr_12_loc_10000000
CLEC9A,10030678,10066031,chr12,chr_12_loc_10000000
CLEC1A,10069554,10111627,chr12,chr_12_loc_10000000
CLEC7A,10116777,10130258,chr12,chr_12_loc_10000000
OLR1,10158301,10172138,chr12,chr_12_loc_10000000
TMEM52B,10170542,10191804,chr12,chr_12_loc_10000000
GABARAPL1,10212458,10223128,chr12,chr_12_loc_10000000
KLRK1,10372353,10391874,chr12,chr_12_loc_10250000
KLRC4-KLRK1,10372353,10410146,chr12,chr_12_loc_10250000
KLRC4,10407384,10409757,chr12,chr_12_loc_10250000
ENSG00000255641,10412312,10436001,chr12,chr_12_loc_10250000
KLRC3,10412315,10420595,chr12,chr_12_loc_10250000
KLRC2,10426854,10442300,chr12,chr_12_loc_10250000
KLRC1,10442264,10454685,chr12,chr_12_loc_10250000
EIF2S3B,10505602,10523135,chr12,chr_12_loc_10500000
MAGOHB,10604193,10613609,chr12,chr_12_loc_10500000
STYK1,10618923,10674318,chr12,chr_12_loc_10500000
YBX3,10699089,10723323,chr12,chr_12_loc_10500000
TAS2R7,10801532,10802627,chr12,chr_12_loc_10750000
TAS2R8,10806051,10807286,chr12,chr_12_loc_10750000
TAS2R9,10809094,10810168,chr12,chr_12_loc_10750000
TAS2R10,10825219,10826358,chr12,chr_12_loc_10750000
PRR4,10845849,10849475,chr12,chr_12_loc_10750000
TAS2R13,10907926,10909562,chr12,chr_12_loc_10750000
PRH2,10929236,10934845,chr12,chr_12_loc_10750000
TAS2R50,10985913,10986912,chr12,chr_12_loc_10750000
TAS2R20,10995961,10998304,chr12,chr_12_loc_10750000
TAS2R19,11021619,11022620,chr12,chr_12_loc_11000000
TAS2R31,11030387,11031407,chr12,chr_12_loc_11000000
TAS2R46,11061365,11062294,chr12,chr_12_loc_11000000
TAS2R43,11091287,11092313,chr12,chr_12_loc_11000000
TAS2R30,11132958,11134644,chr12,chr_12_loc_11000000
SMIM10L1,11171194,11176016,chr12,chr_12_loc_11000000
TAS2R42,11185993,11186937,chr12,chr_12_loc_11000000
PRB3,11265914,11269707,chr12,chr_12_loc_11250000
PRB4,11307077,11310436,chr12,chr_12_loc_11250000
PRB1,11351823,11355591,chr12,chr_12_loc_11250000
BCL2L14,12049844,12211084,chr12,chr_12_loc_12000000
MANSC1,12326056,12350242,chr12,chr_12_loc_12250000
BORCS5,12357078,12471233,chr12,chr_12_loc_12250000
CREBL2,12611827,12645108,chr12,chr_12_loc_12500000
GPR19,12660890,12696207,chr12,chr_12_loc_12500000
CDKN1B,12685498,12722369,chr12,chr_12_loc_12500000
DDX47,12813316,12829981,chr12,chr_12_loc_12750000
GPRC5A,12891559,12917937,chr12,chr_12_loc_12750000
GPRC5D,12940575,12952170,chr12,chr_12_loc_12750000
FAM234B,13044381,13142521,chr12,chr_12_loc_13000000
GSG1,13083532,13103683,chr12,chr_12_loc_13000000
ENSG00000289766,13088784,13103484,chr12,chr_12_loc_13000000
EMP1,13196723,13219941,chr12,chr_12_loc_13000000
PLBD1,14503661,14567883,chr12,chr_12_loc_14500000
GUCY2C,14612632,14696599,chr12,chr_12_loc_14500000
H4C16,14767999,14771131,chr12,chr_12_loc_14750000
H2AJ,14774405,14778002,chr12,chr_12_loc_14750000
WBP11,14784582,14803486,chr12,chr_12_loc_14750000
C12orf60,14803666,14906586,chr12,chr_12_loc_14750000
SMCO3,14804650,14814182,chr12,chr_12_loc_14750000
ART4,14825569,14843526,chr12,chr_12_loc_14750000
MGP,14880864,14885857,chr12,chr_12_loc_14750000
ERP27,14914039,14938537,chr12,chr_12_loc_14750000
ARHGDIB,14942031,14961728,chr12,chr_12_loc_14750000
PDE6H,14973042,14981865,chr12,chr_12_loc_14750000
STRAP,15882387,15903478,chr12,chr_12_loc_15750000
LMO3,16548372,16610594,chr12,chr_12_loc_16500000
PLCZ1,18683169,18738100,chr12,chr_12_loc_18500000
CAPZA3,18738119,18739188,chr12,chr_12_loc_18500000
SLCO1B3,20810702,20916911,chr12,chr_12_loc_20750000
ENSG00000257062,21047179,21176895,chr12,chr_12_loc_21000000
SLCO1B1,21131194,21239796,chr12,chr_12_loc_21000000
SLCO1A2,21264600,21419594,chr12,chr_12_loc_21250000
IAPP,21354959,21379980,chr12,chr_12_loc_21250000
PYROXD1,21437615,21471250,chr12,chr_12_loc_21250000
GOLT1B,21501781,21518408,chr12,chr_12_loc_21500000
SPX,21526296,21541249,chr12,chr_12_loc_21500000
GYS2,21536107,21604847,chr12,chr_12_loc_21500000
ENSG00000285854,21536203,21657798,chr12,chr_12_loc_21500000
KCNJ8,21764955,21775600,chr12,chr_12_loc_21750000
ABCC9,21797389,21942543,chr12,chr_12_loc_21750000
CMAS,22046218,22065674,chr12,chr_12_loc_22000000
ETNK1,22625075,22690665,chr12,chr_12_loc_22500000
BCAT1,24810024,24949101,chr12,chr_12_loc_24750000
IRAG2,25004342,25108335,chr12,chr_12_loc_25000000
DNAI7,25108289,25195162,chr12,chr_12_loc_25000000
ETFRF1,25195216,25209645,chr12,chr_12_loc_25000000
BHLHE41,26120030,26125037,chr12,chr_12_loc_26000000
INTS13,26905181,26938326,chr12,chr_12_loc_26750000
FGFR1OP2,26938470,26966650,chr12,chr_12_loc_26750000
MED21,27022546,27066343,chr12,chr_12_loc_27000000
C12orf71,27081057,27082578,chr12,chr_12_loc_27000000
BMAL2,27332836,27425289,chr12,chr_12_loc_27250000
PPFIBP1,27523431,27695564,chr12,chr_12_loc_27500000
REP15,27696447,27697596,chr12,chr_12_loc_27500000
MANSC4,27762427,27780236,chr12,chr_12_loc_27750000
KLHL42,27780048,27803040,chr12,chr_12_loc_27750000
PTHLH,27958084,27972733,chr12,chr_12_loc_27750000
ERGIC2,29337352,29381189,chr12,chr_12_loc_29250000
OVCH1,29412474,29497686,chr12,chr_12_loc_29250000
IPO8,30628988,30695869,chr12,chr_12_loc_30500000
TSPAN11,30926428,30996602,chr12,chr_12_loc_30750000
DDX11,31073860,31104799,chr12,chr_12_loc_31000000
SINHCAF,31280584,31327058,chr12,chr_12_loc_31250000
AK4P3,31615023,31652095,chr12,chr_12_loc_31500000
ETFBKMT,31647160,31673114,chr12,chr_12_loc_31500000
AMN1,31671142,31729121,chr12,chr_12_loc_31500000
H3-5,31791185,31792298,chr12,chr_12_loc_31750000
RESF1,31959370,31993107,chr12,chr_12_loc_31750000
DNM1L,32679200,32745650,chr12,chr_12_loc_32500000
PKP2,32790745,32896798,chr12,chr_12_loc_32750000
SYT10,33374238,33439819,chr12,chr_12_loc_33250000
ALG10,34022468,34029694,chr12,chr_12_loc_34000000
ALG10B,38316762,38329721,chr12,chr_12_loc_38250000
KIF21A,39293228,39443390,chr12,chr_12_loc_39250000
ABCD2,39550033,39619803,chr12,chr_12_loc_39500000
GXYLT1,42081845,42144874,chr12,chr_12_loc_42000000
YAF2,42157104,42238349,chr12,chr_12_loc_42000000
ZCRB1,42312086,42326257,chr12,chr_12_loc_42250000
IRAK4,43758944,43798307,chr12,chr_12_loc_43750000
TWF1,43793723,43806328,chr12,chr_12_loc_43750000
DBX2,45014672,45051099,chr12,chr_12_loc_45000000
SCAF11,45919131,45992120,chr12,chr_12_loc_45750000
SLC38A2,46358188,46372773,chr12,chr_12_loc_46250000
SLC38A4,46764761,46832408,chr12,chr_12_loc_46750000
AMIGO2,47075707,47079959,chr12,chr_12_loc_47000000
PCED1B,47079603,47236662,chr12,chr_12_loc_47000000
RPAP3,47661249,47706030,chr12,chr_12_loc_47500000
ENDOU,47709734,47725567,chr12,chr_12_loc_47500000
SLC48A1,47753916,47782751,chr12,chr_12_loc_47750000
HDAC7,47782722,47833132,chr12,chr_12_loc_47750000
VDR,47841537,47943048,chr12,chr_12_loc_47750000
TMEM106C,47963569,47968878,chr12,chr_12_loc_47750000
SENP1,48039784,48106079,chr12,chr_12_loc_48000000
PFKM,48105139,48146404,chr12,chr_12_loc_48000000
ASB8,48147789,48181213,chr12,chr_12_loc_48000000
CCDC184,48183644,48185926,chr12,chr_12_loc_48000000
OR10AD1,48202339,48203292,chr12,chr_12_loc_48000000
H1-7,48328980,48330279,chr12,chr_12_loc_48250000
ZNF641,48337180,48351414,chr12,chr_12_loc_48250000
ANP32D,48472559,48473622,chr12,chr_12_loc_48250000
C12orf54,48482498,48496524,chr12,chr_12_loc_48250000
OR8S1,48525632,48526570,chr12,chr_12_loc_48500000
OR5BS1P,48559882,48562956,chr12,chr_12_loc_48500000
LALBA,48567684,48570066,chr12,chr_12_loc_48500000
KANSL2,48653211,48682238,chr12,chr_12_loc_48500000
CCNT1,48688458,48716998,chr12,chr_12_loc_48500000
ADCY6,48766194,48789089,chr12,chr_12_loc_48750000
CACNB3,48813794,48828941,chr12,chr_12_loc_48750000
DDX23,48829756,48852842,chr12,chr_12_loc_48750000
RND1,48857145,48865870,chr12,chr_12_loc_48750000
ENSG00000272822,48903503,48957365,chr12,chr_12_loc_48750000
CCDC65,48904110,48931840,chr12,chr_12_loc_48750000
FKBP11,48921518,48926474,chr12,chr_12_loc_48750000
ARF3,48935723,48957487,chr12,chr_12_loc_48750000
WNT10B,48965340,48971735,chr12,chr_12_loc_48750000
WNT1,48978322,48982620,chr12,chr_12_loc_48750000
DDN,48995149,48999375,chr12,chr_12_loc_48750000
PRKAG1,49002274,49018807,chr12,chr_12_loc_49000000
ENSG00000288710,49002274,49024075,chr12,chr_12_loc_49000000
KMT2D,49018975,49060794,chr12,chr_12_loc_49000000
RHEBL1,49064676,49070025,chr12,chr_12_loc_49000000
DHH,49086656,49094801,chr12,chr_12_loc_49000000
LMBR1L,49097136,49110900,chr12,chr_12_loc_49000000
TUBA1B,49127782,49131397,chr12,chr_12_loc_49000000
TUBA1A,49184686,49189080,chr12,chr_12_loc_49000000
PRPH,49295147,49298686,chr12,chr_12_loc_49250000
TROAP,49323236,49331731,chr12,chr_12_loc_49250000
C1QL4,49332409,49337188,chr12,chr_12_loc_49250000
DNAJC22,49346888,49357546,chr12,chr_12_loc_49250000
KCNH3,49539030,49558337,chr12,chr_12_loc_49500000
MCRS1,49556544,49568145,chr12,chr_12_loc_49500000
PRPF40B,49568218,49644666,chr12,chr_12_loc_49500000
FAM186B,49582885,49605639,chr12,chr_12_loc_49500000
FMNL3,49636499,49708165,chr12,chr_12_loc_49500000
NCKAP5L,49791146,49828750,chr12,chr_12_loc_49750000
BCDIN3D,49836043,49843106,chr12,chr_12_loc_49750000
FAIM2,49866896,49904217,chr12,chr_12_loc_49750000
AQP2,49950737,49958878,chr12,chr_12_loc_49750000
AQP5,49961872,49965682,chr12,chr_12_loc_49750000
AQP6,49967194,49977139,chr12,chr_12_loc_49750000
ASIC1,50057548,50083611,chr12,chr_12_loc_50000000
SMARCD1,50085200,50100707,chr12,chr_12_loc_50000000
GPD1,50103982,50111313,chr12,chr_12_loc_50000000
COX14,50112082,50120457,chr12,chr_12_loc_50000000
CERS5,50129289,50167533,chr12,chr_12_loc_50000000
FAM186A,50326230,50396622,chr12,chr_12_loc_50250000
LARP4,50392383,50480004,chr12,chr_12_loc_50250000
DIP2B,50504985,50748657,chr12,chr_12_loc_50500000
ATF1,50763710,50821162,chr12,chr_12_loc_50750000
TMPRSS12,50842920,50887884,chr12,chr_12_loc_50750000
METTL7A,50923472,50932510,chr12,chr_12_loc_50750000
ENSG00000289695,50924969,50970700,chr12,chr_12_loc_50750000
HIGD1C,50952538,50970607,chr12,chr_12_loc_50750000
LETMD1,51047962,51060424,chr12,chr_12_loc_51000000
CSRNP2,51061205,51083664,chr12,chr_12_loc_51000000
TFCP2,51093656,51173135,chr12,chr_12_loc_51000000
POU6F1,51186936,51218062,chr12,chr_12_loc_51000000
BIN2,51281038,51324668,chr12,chr_12_loc_51250000
CELA1,51328442,51346679,chr12,chr_12_loc_51250000
GALNT6,51351247,51392867,chr12,chr_12_loc_51250000
TMDD1,51813921,51814925,chr12,chr_12_loc_51750000
FIGNL2,51817899,51848718,chr12,chr_12_loc_51750000
ANKRD33,51888009,51891727,chr12,chr_12_loc_51750000
ACVRL1,51906908,51923361,chr12,chr_12_loc_51750000
ACVR1B,51951699,51997078,chr12,chr_12_loc_51750000
TAMALIN,52006946,52015889,chr12,chr_12_loc_52000000
NR4A1,52022832,52059507,chr12,chr_12_loc_52000000
ATG101,52069246,52077495,chr12,chr_12_loc_52000000
SMIM41,52079704,52108255,chr12,chr_12_loc_52000000
KRT80,52168996,52192014,chr12,chr_12_loc_52000000
KRT81,52285913,52291534,chr12,chr_12_loc_52250000
KRT83,52314301,52321398,chr12,chr_12_loc_52250000
KRT85,52360006,52367481,chr12,chr_12_loc_52250000
KRT84,52377812,52385652,chr12,chr_12_loc_52250000
KRT82,52393931,52406335,chr12,chr_12_loc_52250000
KRT75,52424070,52434371,chr12,chr_12_loc_52250000
KRT6B,52446651,52452146,chr12,chr_12_loc_52250000
KRT6C,52468516,52473805,chr12,chr_12_loc_52250000
KRT6A,52487176,52493257,chr12,chr_12_loc_52250000
KRT5,52514575,52520530,chr12,chr_12_loc_52500000
KRT71,52543909,52553145,chr12,chr_12_loc_52500000
KRT74,52565782,52573843,chr12,chr_12_loc_52500000
KRT72,52585589,52601538,chr12,chr_12_loc_52500000
KRT73,52607570,52618559,chr12,chr_12_loc_52500000
KRT2,52644558,52652211,chr12,chr_12_loc_52500000
KRT1,52674736,52680407,chr12,chr_12_loc_52500000
KRT77,52689626,52703524,chr12,chr_12_loc_52500000
KRT76,52768155,52777345,chr12,chr_12_loc_52750000
KRT3,52789685,52796117,chr12,chr_12_loc_52750000
KRT4,52806549,52814116,chr12,chr_12_loc_52750000
KRT79,52821408,52834311,chr12,chr_12_loc_52750000
KRT78,52837804,52849092,chr12,chr_12_loc_52750000
KRT8,52897187,52949954,chr12,chr_12_loc_52750000
KRT18,52948871,52952906,chr12,chr_12_loc_52750000
EIF4B,53006282,53042215,chr12,chr_12_loc_53000000
TNS2,53046969,53064379,chr12,chr_12_loc_53000000
SPRYD3,53064316,53079404,chr12,chr_12_loc_53000000
IGFBP6,53097436,53102345,chr12,chr_12_loc_53000000
SOAT2,53103486,53124535,chr12,chr_12_loc_53000000
CSAD,53157663,53180925,chr12,chr_12_loc_53000000
ZNF740,53180704,53195142,chr12,chr_12_loc_53000000
ITGB7,53191323,53207282,chr12,chr_12_loc_53000000
RARG,53210567,53232980,chr12,chr_12_loc_53000000
ENSG00000283536,53241900,53242722,chr12,chr_12_loc_53000000
MFSD5,53251251,53254406,chr12,chr_12_loc_53250000
ESPL1,53268299,53293638,chr12,chr_12_loc_53250000
PFDN5,53295291,53299452,chr12,chr_12_loc_53250000
MYG1,53299695,53307177,chr12,chr_12_loc_53250000
AAAS,53307456,53324864,chr12,chr_12_loc_53250000
SP7,53326575,53345315,chr12,chr_12_loc_53250000
SP1,53380176,53416446,chr12,chr_12_loc_53250000
AMHR2,53423855,53431672,chr12,chr_12_loc_53250000
PRR13,53441678,53446645,chr12,chr_12_loc_53250000
PCBP2,53452102,53481162,chr12,chr_12_loc_53250000
TARBP2,53500921,53506431,chr12,chr_12_loc_53500000
NPFF,53506688,53507484,chr12,chr_12_loc_53500000
ATF7-NPFF,53506691,53625979,chr12,chr_12_loc_53500000
ATF7,53507856,53626410,chr12,chr_12_loc_53500000
ATP5MC2,53632726,53677408,chr12,chr_12_loc_53500000
CALCOCO1,53708517,53727745,chr12,chr_12_loc_53500000
HOXC13,53938831,53946544,chr12,chr_12_loc_53750000
HOXC12,53954903,53958956,chr12,chr_12_loc_53750000
HOXC11,53973126,53977643,chr12,chr_12_loc_53750000
HOXC10,53985065,53990279,chr12,chr_12_loc_53750000
HOXC8,54008985,54012769,chr12,chr_12_loc_54000000
HOXC4,54016931,54056030,chr12,chr_12_loc_54000000
HOXC5,54033050,54035361,chr12,chr_12_loc_54000000
SMUG1,54121277,54189008,chr12,chr_12_loc_54000000
HNRNPA1,54280193,54287088,chr12,chr_12_loc_54250000
NFE2,54292111,54301015,chr12,chr_12_loc_54250000
COPZ1,54301202,54351846,chr12,chr_12_loc_54250000
GPR84,54362445,54364487,chr12,chr_12_loc_54250000
ZNF385A,54369133,54391298,chr12,chr_12_loc_54250000
ITGA5,54395261,54419266,chr12,chr_12_loc_54250000
GTSF1,54455950,54473602,chr12,chr_12_loc_54250000
PDE1B,54549601,54579239,chr12,chr_12_loc_54500000
PPP1R1A,54575387,54588659,chr12,chr_12_loc_54500000
LACRT,54630811,54634895,chr12,chr_12_loc_54500000
DCD,54644589,54648493,chr12,chr_12_loc_54500000
MUCL1,54830518,54896008,chr12,chr_12_loc_54750000
TESPA1,54948015,54984762,chr12,chr_12_loc_54750000
NEUROD4,55019974,55030017,chr12,chr_12_loc_55000000
OR9K2,55126406,55132750,chr12,chr_12_loc_55000000
OR10A7,55221025,55221975,chr12,chr_12_loc_55000000
OR6C6,55293988,55296569,chr12,chr_12_loc_55250000
OR6C1,55314343,55322364,chr12,chr_12_loc_55250000
OR6C3,55330043,55332687,chr12,chr_12_loc_55250000
OR6C75,55362975,55369279,chr12,chr_12_loc_55250000
OR6C65,55400529,55401467,chr12,chr_12_loc_55250000
OR6C76,55426254,55427192,chr12,chr_12_loc_55250000
OR6C2,55444069,55453347,chr12,chr_12_loc_55250000
OR6C70,55469200,55470138,chr12,chr_12_loc_55250000
OR6C68,55492378,55493316,chr12,chr_12_loc_55250000
OR6C4,55549602,55555832,chr12,chr_12_loc_55500000
OR2AP1,55572468,55575612,chr12,chr_12_loc_55500000
OR10P1,55636892,55637833,chr12,chr_12_loc_55500000
METTL7B,55681736,55684611,chr12,chr_12_loc_55500000
ITGA7,55684568,55716404,chr12,chr_12_loc_55500000
ENSG00000258311,55716036,55724703,chr12,chr_12_loc_55500000
BLOC1S1,55716038,55720087,chr12,chr_12_loc_55500000
RDH5,55720367,55724705,chr12,chr_12_loc_55500000
CD63,55725323,55729707,chr12,chr_12_loc_55500000
SARNP,55752463,55817724,chr12,chr_12_loc_55750000
ENSG00000257390,55757275,55827546,chr12,chr_12_loc_55750000
ORMDL2,55818041,55821879,chr12,chr_12_loc_55750000
DNAJC14,55820960,55830824,chr12,chr_12_loc_55750000
MMP19,55835433,55842966,chr12,chr_12_loc_55750000
PYM1,55901413,55932618,chr12,chr_12_loc_55750000
DGKA,55927319,55954027,chr12,chr_12_loc_55750000
PMEL,55954105,55973317,chr12,chr_12_loc_55750000
CDK2,55966781,55972789,chr12,chr_12_loc_55750000
RAB5B,55973913,55996683,chr12,chr_12_loc_55750000
IKZF4,56007659,56038435,chr12,chr_12_loc_56000000
RPS26,56041351,56044697,chr12,chr_12_loc_56000000
ERBB3,56076799,56103505,chr12,chr_12_loc_56000000
ENSG00000257411,56101331,56109289,chr12,chr_12_loc_56000000
PA2G4,56104537,56113910,chr12,chr_12_loc_56000000
RPL41,56116590,56117967,chr12,chr_12_loc_56000000
ESYT1,56118250,56144674,chr12,chr_12_loc_56000000
ZC3H10,56118260,56127514,chr12,chr_12_loc_56000000
MYL6B,56152256,56159647,chr12,chr_12_loc_56000000
MYL6,56158346,56163496,chr12,chr_12_loc_56000000
SMARCC2,56162359,56189567,chr12,chr_12_loc_56000000
RNF41,56202179,56221933,chr12,chr_12_loc_56000000
NABP2,56222015,56229854,chr12,chr_12_loc_56000000
SLC39A5,56230049,56237846,chr12,chr_12_loc_56000000
COQ10A,56266890,56270966,chr12,chr_12_loc_56250000
CS,56271699,56300391,chr12,chr_12_loc_56250000
ENSG00000144785,56285916,56316059,chr12,chr_12_loc_56250000
CNPY2,56309842,56316119,chr12,chr_12_loc_56250000
PAN2,56316223,56334053,chr12,chr_12_loc_56250000
IL23A,56334174,56340410,chr12,chr_12_loc_56250000
STAT2,56341597,56360203,chr12,chr_12_loc_56250000
APOF,56360568,56362857,chr12,chr_12_loc_56250000
TIMELESS,56416363,56449426,chr12,chr_12_loc_56250000
MIP,56449502,56469166,chr12,chr_12_loc_56250000
ENSG00000285528,56449700,56488170,chr12,chr_12_loc_56250000
SPRYD4,56468578,56479708,chr12,chr_12_loc_56250000
GLS2,56470944,56488414,chr12,chr_12_loc_56250000
RBMS2,56521820,56596193,chr12,chr_12_loc_56500000
BAZ2A,56595596,56636816,chr12,chr_12_loc_56500000
ATP5F1B,56638175,56645984,chr12,chr_12_loc_56500000
PTGES3,56663341,56688408,chr12,chr_12_loc_56500000
NACA,56712305,56731628,chr12,chr_12_loc_56500000
ENSG00000285625,56714612,56741535,chr12,chr_12_loc_56500000
HSD17B6,56752161,56787790,chr12,chr_12_loc_56750000
SDR9C7,56923133,56934408,chr12,chr_12_loc_56750000
RDH16,56951431,56959374,chr12,chr_12_loc_56750000
GPR182,56994492,56998447,chr12,chr_12_loc_56750000
TAC3,57010000,57028883,chr12,chr_12_loc_57000000
MYO1A,57028517,57051198,chr12,chr_12_loc_57000000
NEMP1,57055643,57088063,chr12,chr_12_loc_57000000
NAB2,57089043,57095476,chr12,chr_12_loc_57000000
STAT6,57095408,57132139,chr12,chr_12_loc_57000000
LRP1,57128483,57213361,chr12,chr_12_loc_57000000
NXPH4,57216794,57226449,chr12,chr_12_loc_57000000
SHMT2,57229573,57234935,chr12,chr_12_loc_57000000
NDUFA4L2,57234903,57240715,chr12,chr_12_loc_57000000
R3HDM2,57253762,57431043,chr12,chr_12_loc_57250000
INHBC,57434784,57452062,chr12,chr_12_loc_57250000
INHBE,57452323,57459280,chr12,chr_12_loc_57250000
GLI1,57459785,57472268,chr12,chr_12_loc_57250000
ARHGAP9,57472264,57488814,chr12,chr_12_loc_57250000
DDIT3,57516588,57521737,chr12,chr_12_loc_57500000
ENSG00000285133,57517712,57520480,chr12,chr_12_loc_57500000
MBD6,57520710,57530148,chr12,chr_12_loc_57500000
DCTN2,57529633,57547224,chr12,chr_12_loc_57500000
KIF5A,57546026,57586633,chr12,chr_12_loc_57500000
PIP4K2C,57591174,57603418,chr12,chr_12_loc_57500000
DTX3,57604622,57609804,chr12,chr_12_loc_57500000
ARHGEF25,57610180,57617245,chr12,chr_12_loc_57500000
ENSG00000287908,57615280,57626125,chr12,chr_12_loc_57500000
B4GALNT1,57623409,57633239,chr12,chr_12_loc_57500000
OS9,57693841,57728342,chr12,chr_12_loc_57500000
AGAP2,57723761,57742157,chr12,chr_12_loc_57500000
MARCHF9,57755103,57760411,chr12,chr_12_loc_57750000
CYP27B1,57762334,57768986,chr12,chr_12_loc_57750000
METTL1,57768471,57772119,chr12,chr_12_loc_57750000
EEF1AKMT3,57771492,57782541,chr12,chr_12_loc_57750000
ENSG00000257921,57772660,57797554,chr12,chr_12_loc_57750000
TSFM,57782761,57808071,chr12,chr_12_loc_57750000
AVIL,57797376,57818734,chr12,chr_12_loc_57750000
CTDSP2,57819927,57846729,chr12,chr_12_loc_57750000
ATP23,57906039,57959148,chr12,chr_12_loc_57750000
LRIG3,58872149,58920504,chr12,chr_12_loc_58750000
USP15,62260338,62417431,chr12,chr_12_loc_62250000
AVPR1A,63142759,63151201,chr12,chr_12_loc_63000000
DPY19L2,63558913,63668939,chr12,chr_12_loc_63500000
RXYLT1,63779833,63809792,chr12,chr_12_loc_63750000
KICS2,64186316,64222296,chr12,chr_12_loc_64000000
C12orf56,64264762,64390758,chr12,chr_12_loc_64250000
XPOT,64404392,64451125,chr12,chr_12_loc_64250000
RASSF3,64507001,64697564,chr12,chr_12_loc_64500000
TBC1D30,64759484,64881033,chr12,chr_12_loc_64750000
ENSG00000288591,64759496,64977509,chr12,chr_12_loc_64750000
WIF1,65050626,65121305,chr12,chr_12_loc_65000000
LEMD3,65169583,65248355,chr12,chr_12_loc_65000000
MSRB3,65278643,65491430,chr12,chr_12_loc_65250000
HMGA2,65824460,65966291,chr12,chr_12_loc_65750000
LLPH,66116555,66130750,chr12,chr_12_loc_66000000
ENSG00000228144,66123917,66169985,chr12,chr_12_loc_66000000
TMBIM4,66135846,66170027,chr12,chr_12_loc_66000000
HELB,66302493,66343643,chr12,chr_12_loc_66250000
CAND1,67269358,67319953,chr12,chr_12_loc_67250000
DYRK2,67648338,67665406,chr12,chr_12_loc_67500000
IFNG,68154768,68159740,chr12,chr_12_loc_68000000
IL26,68201349,68225810,chr12,chr_12_loc_68000000
MDM1,68272443,68332381,chr12,chr_12_loc_68250000
RAP1B,68610855,68671901,chr12,chr_12_loc_68500000
NUP107,68686951,68745809,chr12,chr_12_loc_68500000
MDM2,68808177,68845544,chr12,chr_12_loc_68750000
CPM,68842197,68971570,chr12,chr_12_loc_68750000
LYZ,69348381,69354234,chr12,chr_12_loc_69250000
YEATS4,69359710,69390870,chr12,chr_12_loc_69250000
CCT2,69585426,69601570,chr12,chr_12_loc_69500000
LRRC10,69608564,69610907,chr12,chr_12_loc_69500000
BEST3,69643360,69699476,chr12,chr_12_loc_69500000
ENSG00000258052,69801669,69855363,chr12,chr_12_loc_69750000
MYRFL,69825227,69959097,chr12,chr_12_loc_69750000
KCNMB4,70366290,70434292,chr12,chr_12_loc_70250000
PTPRB,70515870,70637440,chr12,chr_12_loc_70500000
